,Desc_P,Code_P,Desc_E,Code_E,Desc_F,Code_F
17010,Filety z miruny 4 szt.,Ryby mro?one,Miruna fillets 4 pcs,Frozen fish,Filets Miruna 4 pcs,Poisson congelé
4253,Ser dojrzewaj?cy maasdam plastry ,Sery i twarogi,Maasdam ripening cheese slices,Cheese and curd,Maasdam affinant des tranches de fromage,Fromage et caillé
12509,Wawel Czekolada gorzka extra 90% Cocoa 100 g,Wyroby cukiernicze,Wawel Bitter chocolate extra 90% Cocoa 100 g,Confectionery,Wawel Chocolat amer extra 90% de cacao 100 g,Confiserie
5119,?liwki suszone Kresto ,Owoce suszone i orzechy,Dried Kresto plums,Dried fruits and nuts,Prunes séchées de Kresto,Fruits secs et noix
9964,"S?otwinka - Mineralna woda lecznicza, uzdrowisko Krynica -Zdró...",Wody mineralne lub ?ródlane,"S?otwinka - Mineral healing water, health resort Krynica-Zdrój ...",Mineral or spring waters,"S?otwinka - Eau de cure minérale, station thermale de Krynica-Zdrój ...",Eaux minérales ou sources
2864,Mleko zag?szczone Gosty? light z magnezem,Mleko zag?szczone i w proszku,Gosty? light concentrated milk with magnesium,Powdered and powdered milk,Gosty? lait concentré léger avec magnésium,Lait condensé et en poudre
1921,Ketchup Kotlin ?agodny 60% mniej kalorii ,"Sosy, przyprawy",Ketchup Kotlin mild 60% less calories,"Sauces, spices",Ketchup Kotlin doux 60% moins de calories,"Sauces, Epices"
7143,Ecomil - Napój migda?owy nies?odzony,Pozosta?e produkty mleczne,Ecomil - unsweetened almond drink,Other dairy products,Ecomil - boisson aux amandes non sucrée,Autres produits laitiers
16349,Oskroba Chleb Dawny 500 g,Pieczywo,Scraper Old Bread 500 g,Bread,Gratte à Pain Vieux 500 g,pain
13019,Lajkonik Junior Weso?e Literki Drobne krakersy solone 140 g,Pozosta?e wyroby piekarskie,Lajkonik Junior Happy Letters Small salted crackers 140 g,Other bakery products,Lajkonik Junior Happy Letters Petits biscuits salés au sel 140 g,Autres produits de boulangerie
15807,Ogrody Natury Sok 100% jab?ko i ?urawina 225 ml,Soki owocowe i warzywne,Ogrody Natury Juice 100% apple and cranberry 225 ml,Fruit and vegetable juices,Jus de Nature Ogrody 100% pomme et canneberge 225 ml,Jus de fruits et de légumes
6821,Danone - Danio wanilia w saszetce,Sery i twarogi,Danone - Danio vanilla in a sachet,Cheese and curd,Danone - Danio vanille en sachet,Fromage et caillé
16475,Grejpfrut czerwony,Owoce ?wie?e lub ch?odzone,Red Grapefruit,Fresh or chilled fruits,Pamplemousse Rouge,Fruits frais ou réfrigérés
5688,Aroy-D - Mleko kokosowe 19% t?uszczu,Pozosta?e produkty mleczne,Aroy-D - Coconut milk 19% fat,Other dairy products,Aroy-D - lait de coco 19% de matières grasses,Autres produits laitiers
5257,Wafelek orzechowo-kakaowy My Motto ,Pozosta?e wyroby piekarskie,My Motto nut and cocoa wafer,Other bakery products,Ma gaufrette noix et cacao,Autres produits de boulangerie
12516,Delicje Szampa?skie Pomara?czowe 147 g,Wyroby cukiernicze,Delicje Champagne Orange 147 g,Confectionery,Delicje Champagne Orange 147 g,Confiserie
11298,Winiary Pomys? na... Soczystego kurczaka z czosnkiem i zio?ami 30 g,"Sosy, przyprawy",Winiary Idea for ... Juicy chicken with garlic and herbs 30 g,"Sauces, spices",Winiary Idea for ... Poulet juteux à l&#39;ail et aux herbes 30 g,"Sauces, Epices"
9082,Nongshim - Zupa instant Veggie Ramyun - Wegetaria?ska,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Nongshim - Instant Veggie Ramyun Soup - Vegetarian,Other food items not elsewhere classified,Nongshim - Soupe de légumes instantanée Ramyun - Végétarien,Autres produits alimentaires nca
3059,Napój niegazowany i4sport orange zero ,Napoje orze?wiaj?ce,Non-carbonated drink i4sport orange zero,Refreshing drinks,Boisson non gazeuse i4sport orange zéro,Boissons rafraîchissantes
8262,"Kropla Beskidu - mineralna woda niegazowana 6 x 1,5L",Wody mineralne lub ?ródlane,Kropla Beskidu - still mineral water 6 x 1.5L,Mineral or spring waters,"Kropla Beskidu - eau minérale plate 6 x 1,5 L",Eaux minérales ou sources
13013,Cheetos Chrupki kukurydziane o smaku ketchupowym 165 g,Pozosta?e wyroby piekarskie,Cheetos Corn ketchup with ketchup flavor 165 g,Other bakery products,Cheetos Ketchup de maïs à la saveur de ketchup 165 g,Autres produits de boulangerie
2648,M?ka pszenna pozna?ska Stois?aw gruszkowy,M?ka i pozosta?e zbo?a,Pozna? wheat flour Stois?aw pear,Flour and other cereals,Farine de blé de Pozna? poire Stois?aw,Farine et autres céréales
10283,Winiary - Budy? ?mietankowy,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Winiary - Cream pudding,Other food items not elsewhere classified,Winiary - Pudding à la crème,Autres produits alimentaires nca
12982,Goplana Hazelnut Break Wafelek nadziewany kremem orzechowym w czekoladzie 24 g,Pozosta?e wyroby piekarskie,Goplana Hazelnut Break Wafer stuffed with nut cream in chocolate 24 g,Other bakery products,Goplana Hazelnut Break Wafer fourré à la crème de noix au chocolat 24 g,Autres produits de boulangerie
3845,Praliny Lindt Lindor kolekcja smaków ,Czekolada,Lindt Lindor pralines a collection of flavors,Chocolate,Lindt Lindor pralines une collection de saveurs,chocolat
15193,Lipton o smaku Mandarynka i pomara?cza Herbata zielona aromatyzowana 36 g (20 torebek),Herbata,Lipton flavor Mandarin and orange Flavored green tea 36 g (20 bags),Tea,Lipton saveur Mandarine et orange Thé vert aromatisé 36 g (20 sachets),thé
14428,Danone Actimel Mleko fermentowane o smaku wieloowocowym 800 g (8 x 100 g),Jogurt,Danone Actimel Fermented milk with fruit flavor 800 g (8 x 100 g),Yoghurt,Danone Actimel Lait fermenté à la saveur de fruits 800 g (8 x 100 g),yaourt
12025,Knorr Danie makaron ?mietana z zio?ami 59 g,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Knorr Dish cream pasta with herbs 59 g,Other food items not elsewhere classified,Knorr Dish pâtes aux herbes 59 g,Autres produits alimentaires nca
6301,Bezgluten - Bu?ki Ciabatta bez laktozy,Pieczywo,Gluten-free - Ciabatta rolls without lactose,Bread,Sans gluten - Ciabatta rouleaux sans lactose,pain
3123,Nasiona chia bio ,Owoce suszone i orzechy,Organic chia seeds,Dried fruits and nuts,Graines de chia bio,Fruits secs et noix
7550,Henryk Kania - Kie?basa ?l?ska z szynki,W?dliny,Henryk Kania - Silesian sausage made of ham,meats,Henryk Kania - Saucisse de Silésie à base de jambon,viandes
13424,Soko?ów Pol?dwica sopocka 100 g,W?dliny,Soko?ów Sopot tenderloin 100 g,meats,Soko?ów Sopot filet 100 g,viandes
13384,Duda Kie?basa regionalna zwyczajna,W?dliny,Duda Regional ordinary sausage,meats,Saucisson ordinaire régional Duda,viandes
8184,Kotanyi - Przyprawa do ziemniaków,"Sól, przyprawy korzenne i zio?a kulinarne",Kotanyi - Potato spice,"Salt, spices and culinary herbs",Kotanyi - épice de pomme de terre,"Sel, épices et herbes culinaires"
4647,Smakowita z mas?em ,Margaryna i inne t?uszcze ro?linne,Tasty with butter,Margarine and other vegetable fats,Savoureux au beurre,Margarine et autres graisses végétales
2409,Makaron Alce Nero ?widerki fusilli semolina bio,Makarony i produkty makaronowe,Pasta Alce Nero gimlets fusilli semolina bio,Pasta and pasta products,Pâtes Alce Nero Gimlets Fusilli Semoule Bio,Pâtes et macaronis
3212,Ogórki konserwowe z papryk? chili   i   ,Warzywa suszone i pozosta?e przetwory warzywne,Canned cucumbers with chili peppers and,Dried vegetables and other vegetable preserves,Conserves de concombres aux piments et,Légumes secs et autres préparations à base de légumes
10198,Virtu - Sajgonki z kurczakiem i warzywami oraz z saszetk? ...,Pizza i inne pó?produkty m?czne,Virtu - Spring rolls with chicken and vegetables and with a sachet ...,Pizza and other flour semi-finished products,Virtu - Rouleaux de printemps au poulet et aux légumes et avec un sachet ...,Pizza et autres produits à base de farine
6581,Celiko - Ciasto biszkoptowe bezglutenowe,Pozosta?e produkty zbo?owe,Celiko - Gluten-free sponge cake,Other cereal products,Celiko - Gâteau éponge sans gluten,Autres produits céréaliers
7975,Kamis - Koperek suszony,"Sól, przyprawy korzenne i zio?a kulinarne",Kamis - Dried dill,"Salt, spices and culinary herbs",Kamis - Aneth séché,"Sel, épices et herbes culinaires"
3446,Papryka Rolnik czere?niowa z serem,Warzywa suszone i pozosta?e przetwory warzywne,Paprika Cherry farmer with cheese,Dried vegetables and other vegetable preserves,Paprika Cherry Farmer avec du fromage,Légumes secs et autres préparations à base de légumes
1111,Flaki po zamojsku ,Pozosta?e przetwory mi?sne,Tripe in Zamo??,Other meat preparations,Tripes à Zamo??,Autres préparations de viande
9242,Piccolo - Brzoskwinia napój bezalkoholowy gazowany o smaku b...,Napoje orze?wiaj?ce,Piccolo - Peach carbonated non-alcoholic drink flavored with ...,Refreshing drinks,Piccolo - Boisson gazeuse non alcoolisée à la pêche aromatisée ...,Boissons rafraîchissantes
14772,NaTurek Nasz Puszysty ?mietankowy Serek twarogowy 140 g,Sery i twarogi,NaTurek Nasz Fluffy Cream Cheese Cottage Cheese 140 g,Cheese and curd,NaTurek Nasz Fromage à la crème moelleux Fromage Cottage 140 g,Fromage et caillé
6232,Basilur - Festival - Frosty Morning 100% czarna li?ciasta he... cejlo?ska,Herbata,Basilur - Festival - Frosty Morning 100% black deciduous H ... Ceylon,Tea,Basilur - Festival - Frosty Morning 100% caduques noires H ... Ceylan,thé
3665,  i   - orzeszki pinii ,Owoce suszone i orzechy,and - pine nuts,Dried fruits and nuts,et - pignons de pin,Fruits secs et noix
14641,Pi?tnica ?mietana do sa?atek sosów zup 12% 400 g,Pozosta?e produkty mleczne,Pi?tnica Sour cream for salad sauces 12% 400 g,Other dairy products,Pi?tnica Crème sure pour sauces à salade 12% 400 g,Autres produits laitiers
10438,"?aciate - Mleko ?aciate 3,2% ?wie?e",Mleko ?wie?e pe?ne,?aciate - ?aciate Milk 3.2% fresh,Whole milk,?aciate - ?aciate Milk 3.2% frais,Lait entier frais
4292,Ser gouda ?mietanowa bez konserwantów i barwników. ,Sery i twarogi,Gouda cream cheese without preservatives and dyes.,Cheese and curd,Fromage à la crème Gouda sans conservateurs ni colorants.,Fromage et caillé
14561,Danone Fantasia Jogurt kremowy z brzoskwiniami 122 g,Jogurt,Danone Fantasia Cream yogurt with peaches 122 g,Yoghurt,Yaourt à la crème et pêches Danone Fantasia 122 g,yaourt
8422,Lindt - Czekolada excellence 85% cacao,Czekolada,Lindt - Chocolate excellence 85% cacao,Chocolate,Lindt - Chocolat excellence 85% de cacao,chocolat
5911,  - Mój Targ Ryb Bielmik filet bez skóry,Ryby ?wie?e lub ch?odzone,#NAME?,Fresh or chilled fish,#NAME?,Poisson frais ou réfrigéré
10395,belVita - Ciastka z orzechami i miód,Pozosta?e wyroby piekarskie,belVita - Cookies with nuts and honey,Other bakery products,belVita - Biscuits aux noix et au miel,Autres produits de boulangerie
1437,Herbatniki petitki czekoladowe,Pozosta?e wyroby piekarskie,Chocolate petit biscuits,Other bakery products,Petits biscuits au chocolat,Autres produits de boulangerie
14541,Danone ale Pitny Truskawka banan Napój jogurtowy 300 g,Jogurt,Danone ale Potable Strawberry banana Yogurt drink 300 g,Yoghurt,Danone ale Boisson Yogourt à la banane et aux fraises potable 300 g,yaourt
8634,Mandara - Mas?o z mleka bawolego 83% delikatny smak,Mas?o,Mandara - Buffalo butter butter 83% delicate taste,Butter,Mandara - beurre de buffle beurre 83% goût délicat,beurre
10119,U J?drusia - Kluski ?l?skie,Ziemniaki,At J?drusia - Silesian dumplings,potatoes,À J?drusia - Boulettes de Silésie,pommes de terre
15803,Victoria Cymes Smaki Victorii Naturalnie m?tny sok z jab?ek i malin 250 ml,Soki owocowe i warzywne,Victoria Cymes Victoria flavors Naturally cloudy apple and raspberry juice 250 ml,Fruit and vegetable juices,Victoria Cymes Victoria flavors Jus de pomme et de framboise naturellement nuageux 250 ml,Jus de fruits et de légumes
11518,"Knorr Sos Sa?atkowy koperkowo-zio?owy z gorczyc? 8,6 g","Sosy, przyprawy",Knorr Salad with dill and herb mustard sauce 8.6 g,"Sauces, spices","Knorr Salade à la moutarde à l&#39;aneth et aux herbes 8,6 g","Sauces, Epices"
16989,Kaszanka Podlaska,Podroby i przetwory podrobowe,Podlaska black pudding,Offal and offal products,Boudin noir de Podlaska,Préparations d&#39;abats et d&#39;abats
6844,Davidoff - Espresso 57 Intense 100% Arabika kawa palona mielo...,Kawa,Davidoff - Espresso 57 Intense 100% Arabica ground roasted coffee ...,Coffee,Davidoff - Espresso 57 Café torréfié moulu 100% arabica ...,café
10827,Lubella Corn Flakes Klasyczne P?atki kukurydziane 300 g,P?atki ?niadaniowe,Lubella Corn Flakes Classic Cornflakes 300 g,Breakfast cereals,Lubella Corn Flakes Flocons de maïs classiques 300 g,Céréales de petit déjeuner
14586,Danone Activia Jogurt siemi? lniane jagoda 290 g,Jogurt,Danone Activia Yogurt linseed berry blueberry 290 g,Yoghurt,Danone Activia Yaourt aux baies de lin et aux bleuets 290 g,yaourt
4216,Ser Antek plastry ,Sery i twarogi,Antek cheese slices,Cheese and curd,Tranches de fromage Antek,Fromage et caillé
5784,  - Herbata zielona li?ciasta z kawa?kami owoców,Herbata,#NAME?,Tea,#NAME?,thé
12276,Delecta Budy? smak ?mietankowy 64 g,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Delecta Pudding cream flavor 64 g,Other food items not elsewhere classified,Crème Pudding Delecta 64 g,Autres produits alimentaires nca
4490,Ser Valbon Camembert ,Sery i twarogi,Valbon Camembert cheese,Cheese and curd,Fromage camembert valbon,Fromage et caillé
11022,  Majeranek otarty 8 g,"Sól, przyprawy korzenne i zio?a kulinarne",Grated marjoram 8 g,"Salt, spices and culinary herbs",Marjolaine râpée 8 g,"Sel, épices et herbes culinaires"
16028,DrWitt Premium Odporno?? Napój multiwitamina 1 l,Soki owocowe i warzywne,DrWitt Premium Resistance Drink multivitamin 1 l,Fruit and vegetable juices,DrWitt Premium Resistance Drink multivitamines 1 l,Jus de fruits et de légumes
9959,S?awoj - Miseczki waflowe 8 sztuk,Pozosta?e wyroby piekarskie,S?awoj - 8 waffle cups,Other bakery products,S?awoj - 8 coupes à gaufres,Autres produits de boulangerie
17073,W?tróbka drobiowa 1kg,Podroby i przetwory podrobowe,Chicken liver 1kg,Offal and offal products,Foie de Poulet 1kg,Préparations d&#39;abats et d&#39;abats
3700,P?atki chocapic zbo?owe muszelki o smaku czekoladowym ,P?atki ?niadaniowe,Chocapic cereal flakes with chocolate flavor,Breakfast cereals,Flocons de céréales Chocapic au goût de chocolat,Céréales de petit déjeuner
14686,Pi?tnica Twaro?ek Domowy grani naturalny 150 g,Sery i twarogi,Pi?tnica Cottage cheese Natural ridge 150 g,Cheese and curd,Fromage cottage Pi?tnica Crête naturelle 150 g,Fromage et caillé
717,Czekolada mleczna okolicznosciowa/100g ,Czekolada,Occasional milk chocolate / 100g,Chocolate,Chocolat au lait occasionnel / 100g,chocolat
2376,?oso? premium macerowany plastry ,"Ryby i owoce morza suszone, w?dzone lub solone",Premium macerated salmon slices,"Dried, smoked or salted seafood and fish",Tranches de saumon macérées de première qualité,"Poisson et fruits de mer séchés, fumés ou salés"
8291,Kuhne - Ocet balsamiczny z Modeny,"Sosy, przyprawy",Kuhne - Balsamic vinegar from Modena,"Sauces, spices",Kuhne - Vinaigre Balsamique de Modène,"Sauces, Epices"
7751,Hortex - Zupa pieczarkowa mro?ona,Warzywa mro?one inne ni? ziemniaki lub pozosta?e warzywa bulwiaste,Hortex - Frozen mushroom soup,"Frozen vegetables, other than potatoes or other tuber vegetables",Hortex - Soupe aux champignons surgelée,Légumes congelés autres que les pommes de terre ou autres tubercules
12952,Lindt Creation Czekolada mleczna z kawa?kami skarmelizowanego cukru i mlecznym nadzieniem 150 g,Czekolada,Lindt Creation Milk chocolate with pieces of caramelized sugar and milk filling 150 g,Chocolate,Chocolat au lait Lindt Création avec morceaux de sucre caramélisé et lait fourrés au lait 150 g,chocolat
3284,Oliwa Monini czosnek i chili,Oliwa z oliwek,Monini olive garlic and chilli,olive oil,Monini olive ail et piment,Huile d&#39;olive
10755,  Fasola Mung 250 g,Warzywa suszone i pozosta?e przetwory warzywne,Mung beans 250 g,Dried vegetables and other vegetable preserves,Haricots mungo 250 g,Légumes secs et autres préparations à base de légumes
12119,?owicz D?em morelowy niskos?odzony 280 g,"D?emy, marmolady i miód",?owicz Low-sugar apricot jam 280 g,"Jams, marmalades and honey",?owicz Confiture d&#39;abricot à faible teneur en sucre 280 g,"Confitures, marmelades et miel"
14864,  Finest Parmigiano Reggiano DOP Pó?t?usty ser twardy 170 g,Sery i twarogi,Finest Parmigiano Reggiano DOP Semi-fat hard cheese 170 g,Cheese and curd,Parmesan raffiné Reggiano DOP Fromage à pâte dure 170 g,Fromage et caillé
6507,Bracia Sadownicy - NFC Sok jab?kowy t?oczony na zimno z ca?ych jab?ek,Soki owocowe i warzywne,Bracia Sadownicy - NFC Cold pressed whole apple juice,Fruit and vegetable juices,Bracia Sadownicy - Jus de pomme entier pressé à froid NFC,Jus de fruits et de légumes
113,Baton cookie's and creme hershey's ,Wyroby cukiernicze,Baton cookie&#39;s and creme hershey&#39;s,Confectionery,Baton cookie&#39;s et crème Hershey,Confiserie
7540,Henglein - Ciasto Francuskie light,Pizza i inne pó?produkty m?czne,Henglein - French pastry light,Pizza and other flour semi-finished products,Henglein - Feuilleté Français,Pizza et autres produits à base de farine
5823,  - Kie?basa krakowska plastry,W?dliny,#NAME?,meats,#NAME?,viandes
7814,Incola - Bezglutenowy chleb ?wie?y z maczkiem,Pieczywo,Incola - Gluten-free fresh bread with poppy seeds,Bread,Incola - Pain frais sans gluten aux graines de pavot,pain
5073,Szynka parme?ska ,W?dliny,Parma ham,meats,Jambon de Parme,viandes
14082,MyFood Owoce morza Ma??e ?w. Jakuba Przegrzebki surowe 200 g,Pozosta?e przetwory z ryb i owoców morza,MyFood Seafood Mussels St. Jakub Scallops raw 200 g,Other preparations of fish and seafood,MyFood Seafood Mussels St. Jakub Noix de Saint-Jacques crues 200 g,Autres préparations de poisson et de fruits de mer
