,Desc_P,Code_P,Desc_E,Code_E,Desc_F,Code_F
5315,Warzywa na patelnie z koperkiem Hortex ,Gotowe dania,Vegetables on pans with dill Hortex,Prepared dishes,Légumes sur des casseroles à l&#39;aneth Hortex,Plats cuisinés
6961,Dijo - Fresh Wraps Tortilla - placki pszenne z otr?bami 4...,Pozosta?e wyroby piekarskie,Dijo - Fresh Wraps Tortilla - Wheat pancakes with bran 4 ...,Other bakery products,Dijo - Tortilla Wraps frais - Crêpes de blé au son 4 ...,Autres produits de boulangerie
8225,Krakus - Szynka Premium,Pozosta?e przetwory mi?sne,Krakus - Premium Ham,Other meat preparations,Krakus - Jambon Premium,Autres préparations de viande
16258,"i4Sport Napój izotoniczny niegazowany o smaku grejpfrutowym 0,7 l",Napoje orze?wiaj?ce,i4Sport Non-carbonated isotonic drink with grapefruit flavor 0.7 l,Refreshing drinks,"i4Sport Boisson isotonique non gazeuse à la saveur de pamplemousse 0,7 l",Boissons rafraîchissantes
7334,Gerber - Obiadek bukiet jarzyn z cielecin? i kluseczkami,?ywno?? dla dzieci,Gerber - Dinner a bouquet of vegetables with veal and dumplings,Food for children,Gerber - Dîner un bouquet de légumes avec veau et boulettes,Nourriture pour les enfants
16606,  Kie?ki fasoli Mung 150 g,Warzywa ?wie?e lub ch?odzone inne ni? ziemniaki lub pozosta?e warzywa bulwiaste,Mung bean sprouts 150 g,"Fresh or chilled vegetables, other than potatoes or other tuber vegetables",Germes de haricot mungo 150 g,Légumes frais ou réfrigérés autres que les pommes de terre ou autres tubercules
9720,Sante - Go On! Baton orzechowy z inulin?,Wyroby cukiernicze,Sante - Go On! Nut bar with insulin,Confectionery,Santé - Continuez! Barre de noix avec insuline,Confiserie
8201,Kotlina Natury - Jaja z chowu ekologicznego,Jaja,Kotlina Natury - Eggs from organic farming,eggs,Kotlina Natury - Œufs issus de l&#39;agriculture biologique,œufs
12785,Milka Czekoladki mleczne z nadzieniem migda?owym I Love Milka 110 g (20 sztuk),Wyroby cukiernicze,Milka Milk chocolates with almond filling I Love Milka 110 g (20 pieces),Confectionery,Milka Chocolats au lait fourrés aux amandes I Love Milka 110 g (20 unités),Confiserie
6059,  - Syrop o smaku  malinowym,Soki owocowe i warzywne,#NAME?,Fruit and vegetable juices,#NAME?,Jus de fruits et de légumes
15410,Sir Roger Melisa Herbatka zio?owa 30 g (20 torebek),Herbata,Sir Roger Melissa Herbal Tea 30 g (20 bags),Tea,Sir Roger Melissa Tisane 30 g (20 sachets),thé
12678,Jasta Sweets Herbatniki Petit Beurre 100 g,Wyroby cukiernicze,Jasta Sweets Biscuits Petit Beurre 100 g,Confectionery,Jasta Bonbons Biscuits Petit Beurre 100 g,Confiserie
8727,Melvit - M?ka z cieciorki,M?ka i pozosta?e zbo?a,Melvit - Chickpea flour,Flour and other cereals,Melvit - Farine de pois chiche,Farine et autres céréales
12273,Gellwe Galaretka smak agrestowy 75 g,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Gellwe Jelly gooseberry flavor 75 g,Other food items not elsewhere classified,Arôme Gellwe Jelly Gooseberry 75 g,Autres produits alimentaires nca
8036,Kimbo - Espresso Napoletano kawa mielona,Kawa,"Kimbo - Espresso Napoletano, ground coffee",Coffee,"Kimbo - Espresso Napoletano, café moulu",café
14428,Danone Actimel Mleko fermentowane o smaku wieloowocowym 800 g (8 x 100 g),Jogurt,Danone Actimel Fermented milk with fruit flavor 800 g (8 x 100 g),Yoghurt,Danone Actimel Lait fermenté à la saveur de fruits 800 g (8 x 100 g),yaourt
11678,?oso? Ustka Sa?atka rybna Neptun 170 g,Pozosta?e przetwory z ryb i owoców morza,Salmon Ustka Fish salad Neptun 170 g,Other preparations of fish and seafood,Salade de poisson Ustka au Neptun 170 g,Autres préparations de poisson et de fruits de mer
4386,Ser Mlekpol Edam plastry ,Sery i twarogi,Mlekpol Edam cheese slices,Cheese and curd,Tranches de fromage Edam Mlekpol,Fromage et caillé
4274,Ser Formaggio Grozette tarty ,Sery i twarogi,Grated Formaggio cheese,Cheese and curd,Formaggio râpé,Fromage et caillé
11063,Prymat Przyprawa kebab-gyros klasyczna XXL 70 g,"Sól, przyprawy korzenne i zio?a kulinarne",Prymat Spice kebab-gyros classic XXL 70 g,"Salt, spices and culinary herbs",Prymat Spice kebab-gyros classique XXL 70 g,"Sel, épices et herbes culinaires"
10239,Wawel - Cukierki Kuku?ki zawijane,Wyroby cukiernicze,Wawel - Candy Cuckoo wrapped,Confectionery,Wawel - Candy Cuckoo enveloppé,Confiserie
10245,Wawel - Czekolada mleczna bez dodatku cukru,Czekolada,Wawel - Milk chocolate with no added sugar,Chocolate,Wawel - Chocolat au lait sans sucre ajouté,chocolat
3293,Oliwa z oliwek Colavita extra virgin,Oliwa z oliwek,Colavita extra virgin olive oil,olive oil,Huile d&#39;olive extra vierge Colavita,Huile d&#39;olive
12578,Wawel Micha?ki z Wawelu Klasyczne Cukierki w czekoladzie 750 g,Wyroby cukiernicze,Wawel Micha?ki from Wawel Classic Chocolate candies 750 g,Confectionery,Wawel Micha?ki de Wawel Bonbons au chocolat classiques 750 g,Confiserie
9199,Passioni - Taralli Caserecci,Pozosta?e wyroby piekarskie,Passioni - Taralli Caserecci,Other bakery products,Passioni - Taralli Caserecci,Autres produits de boulangerie
13860,  ?ledzik z papryk? 100 g,Pozosta?e przetwory z ryb i owoców morza,Herring with paprika 100 g,Other preparations of fish and seafood,Hareng au paprika 100 g,Autres préparations de poisson et de fruits de mer
15298,Big-Active Slim Plus Anti YoYo Herbatka zio?owo-owocowa Suplement diety 40 g (20 x 2 g),Herbata,Big-Active Slim Plus Anti YoYo herbal-fruit tea Dietary supplement 40 g (20 x 2 g),Tea,Tisane aux fruits Big-Active Slim Plus Anti YoYo Complément alimentaire 40 g (20 x 2 g),thé
2173,Krokiety kebab Kuchnia Polki ,Pozosta?e przetwory mi?sne,Kebab croquettes. Polish cuisine,Other meat preparations,"Croquettes de Kebab, cuisine polonaise",Autres préparations de viande
5172,Tort Migda?owy ,Pozosta?e wyroby piekarskie,Almond cake,Other bakery products,Gâteau Aux Amandes,Autres produits de boulangerie
15018,Mini Babybel Ser t?usty 80 g (4 sztuki),Sery i twarogi,Mini Babybel Fat cheese 80 g (4 pieces),Cheese and curd,Mini Babybel Fat cheese 80 g (4 pièces),Fromage et caillé
1164,Galaretka Winiary wi?niowa,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Cherry Winiary,Other food items not elsewhere classified,Cerise Winiary,Autres produits alimentaires nca
15227,Herbapol Zielnik Polski Herbatka zio?owa koper w?oski 40 g (20 x 2 g),Herbata,Herbapol Herbarium Polish herbal tea fennel 40 g (20 x 2 g),Tea,Tisane au fenouil tendre polonais 40 g (20 x 2 g),thé
6259,Bebiko - Mleko modyfikowane 3R z kleikiem ry?owym,Mleko zag?szczone i w proszku,Bebiko - Modified 3R milk with rice gruel,Powdered and powdered milk,Bebiko - Lait 3R modifié avec gruau de riz,Lait condensé et en poudre
7935,Jurajska - Napój gazowany limonka,Napoje orze?wiaj?ce,Jurajska - Lime carbonated drink,Refreshing drinks,Jurajska - boisson gazeuse à la chaux,Boissons rafraîchissantes
79,Babeczki madeleines ,Pozosta?e wyroby piekarskie,Madeleines cupcakes,Other bakery products,Cupcakes aux Madeleines,Autres produits de boulangerie
11599,Bonduelle Groszek tradycyjny 200 g,Warzywa suszone i pozosta?e przetwory warzywne,Bonduelle Traditional peas 200 g,Dried vegetables and other vegetable preserves,Bonduelle Pois Traditionnel 200 g,Légumes secs et autres préparations à base de légumes
12872,  Candy Carnival Jelly Shapes ?elki o smaku owocowym 500 g,Wyroby cukiernicze,Candy Carnival Jelly Shapes Fruit flavored jelly beans 500 g,Confectionery,Candy Carnival Jelly Shapes Fèves à la gelée aromatisées aux fruits 500 g,Confiserie
5483,Zupa Winiary Ogonowa ,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Tail Winiary Soup,Other food items not elsewhere classified,Queue Soupe Winiary,Autres produits alimentaires nca
3355,Orzechy brazylijskie Bio Planet,Owoce suszone i orzechy,Bio Planet Brazil Nuts,Dried fruits and nuts,Noix du Brésil Bio Planet,Fruits secs et noix
1382,"Herbata Vitax Inspirations Zielona 20*1,5g ",Herbata,Vitax Inspirations Green Tea 20 * 1.5g,Tea,Vitax Inspirations Thé Vert 20 * 1.5g,thé
9170,Oskroba - Chleb z?ocisty krojony,Pieczywo,Oskroba - Golden sliced bread,Bread,Oskroba - Pain tranché d&#39;or,pain
11977,Winiary Nasza Specjalno?? ?urek z grzybami 49 g,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Winiary Our Specialty ?urek with mushrooms 49 g,Other food items not elsewhere classified,Winiary Notre spécialité ?urek aux champignons 49 g,Autres produits alimentaires nca
12645,Orbit Peppermint Guma do ?ucia bez cukru 58 g (42 dra?etki),Wyroby cukiernicze,Orbit Peppermint Chewing gum without sugar 58 g (42 dragees),Confectionery,Chewing-gum Orbit à la menthe poivrée sans sucre 58 g (42 dragées),Confiserie
6341,BioAvena - Sok z buraka 100% bez dodatku cukru,Soki owocowe i warzywne,BioAvena - 100% beetroot juice with no added sugar,Fruit and vegetable juices,BioAvena - Jus de betterave 100% sans sucre ajouté,Jus de fruits et de légumes
868,Deser Hipp kleik ry?owy z owocami,?ywno?? dla dzieci,Dessert Hipp rice gruel with fruit,Food for children,Dessert Hippo Gruau Aux Fruits,Nourriture pour les enfants
16506,Arbuz bezpestkowy czerwony,Owoce ?wie?e lub ch?odzone,Seedless red watermelon,Fresh or chilled fruits,Pastèque rouge sans pépins,Fruits frais ou réfrigérés
12852,Winterfresh Original XXL Guma do ?ucia bez cukru 58 g (42 dra?etki),Wyroby cukiernicze,Winterfresh Original XXL Chewing gum without sugar 58 g (42 dragees),Confectionery,Winterfresh Original XXL Chewing-gum sans sucre 58 g (42 dragées),Confiserie
11904,  Sardynki w sosie pomidorowym 110 g,Pozosta?e przetwory z ryb i owoców morza,Sardines in tomato sauce 110 g,Other preparations of fish and seafood,Sardines à la sauce tomate 110 g,Autres préparations de poisson et de fruits de mer
16780,Orzeszki pistacjowe,Owoce suszone i orzechy,Pistachio nuts,Dried fruits and nuts,Pistache,Fruits secs et noix
12937,"Mentos Sour Fruits Cukierki do ?ucia 37,5 g",Wyroby cukiernicze,Mentos Sour Fruits Chewing candies 37.5 g,Confectionery,"Bonbons à mâcher Mentos Sour Fruits 37,5 g",Confiserie
13449,  Polskie W?dliny Kie?basa ?ywiecka 140 g,W?dliny,Polish Sausages ?ywiecka Sausage 140 g,meats,Saucisses ywiecka à la saucisse polonaise 140 g,viandes
4691,Sok Cymes naturalnie m?tny wieloowocowy,Soki owocowe i warzywne,Cymes juice is naturally turbid multi-fruit,Fruit and vegetable juices,Le jus de Cymes est naturellement multi-fruit nuageux,Jus de fruits et de légumes
9380,    - Pestki dyni ?uskane,Owoce suszone i orzechy,#NAME?,Dried fruits and nuts,#NAME?,Fruits secs et noix
2826,Mleko Hipp 3 Bio Combiotik Junior ,Mleko zag?szczone i w proszku,Hipp 3 Bio Combiotik Junior milk,Powdered and powdered milk,Hipp 3 Bio Lait Combiotik Junior,Lait condensé et en poudre
5751,  - Danie Indyjskie,Gotowe dania,#NAME?,Prepared dishes,#NAME?,Plats cuisinés
2895,Morele po?ówki happy frucht/425g ,Przetwory owocowe,Apricots halves happy frucht / 425g,Fruit preserves,Abricots Moitiés Heureux Frucht / 425g,Conserves de fruits
12421,Bakalland Kajmak masa krówkowa o smaku kakaowym 460 g,Wyroby cukiernicze,Bakalland Kajmak fudge mass with cocoa flavor 460 g,Confectionery,Bakalland Kajmak masse de fondant à la saveur de cacao 460 g,Confiserie
12977,Charlotte Mieszanka czekoladek z nadzieniem 250 g,Wyroby cukiernicze,Charlotte Chocolate mix with filling 250 g,Confectionery,Charlotte Charlotte au chocolat fourré 250 g,Confiserie
5560,#Hejki - Emotki lizaki r?cznie robione o smakach owocowych,Wyroby cukiernicze,#Heyki - Emote handmade lollipops with fruit flavors,Confectionery,#Heyki - Sucettes Emote artisanales aux saveurs de fruits,Confiserie
7259,Fresh Box - Miks ?wie?ych warzyw,Warzywa ?wie?e lub ch?odzone inne ni? ziemniaki lub pozosta?e warzywa bulwiaste,Fresh Box - Mix of fresh vegetables,"Fresh or chilled vegetables, other than potatoes or other tuber vegetables",Fresh Box - Mélange de légumes frais,Légumes frais ou réfrigérés autres que les pommes de terre ou autres tubercules
762,Czekoladki miniaturki Reese's ,Czekolada,Reese&#39;s miniature chocolates,Chocolate,Les chocolats miniatures de Reese,chocolat
10330,W?oc?awek - Koncentrat pomidorowy 30%,Warzywa suszone i pozosta?e przetwory warzywne,W?oc?awek - Tomato paste 30%,Dried vegetables and other vegetable preserves,W?oc?awek - Pâte de Tomate 30%,Légumes secs et autres préparations à base de légumes
13055,Crunchips X-Cut Chipsy ziemniaczane o smaku papryka 140 g,Chipsy,Crunchips X-Cut Potato Chips flavored with paprika 140 g,Chips,Crunchips Croustilles X-Cut aromatisées au paprika 140 g,chips
15675,"Muszynianka Naturalna woda mineralna wysokozmineralizowana niskonasycona CO2 1,5 l",Wody mineralne lub ?ródlane,"Muszynianka Natural mineral water, highly mineralized, low-saturated CO2 1.5 l",Mineral or spring waters,"Muszynianka Eau minérale naturelle, hautement minéralisée et faiblement saturée en CO2 1,5 l",Eaux minérales ou sources
3571,Pieczywo jaglane w czekoladzie deserowej ,Pozosta?e wyroby piekarskie,Millet bread in dark chocolate,Other bakery products,Millet au chocolat noir,Autres produits de boulangerie
9131,Orasi - Napój sojowy z wanili?,Pozosta?e produkty mleczne,Orasi - Soy drink with vanilla,Other dairy products,Orasi - Boisson de soya à la vanille,Autres produits laitiers
9464,Pomidor - EKO ga??zka,Warzywa ?wie?e lub ch?odzone inne ni? ziemniaki lub pozosta?e warzywa bulwiaste,Tomato - ECO twig,"Fresh or chilled vegetables, other than potatoes or other tuber vegetables",Tomate - Rameau ECO,Légumes frais ou réfrigérés autres que les pommes de terre ou autres tubercules
11269,Heinz Ketchup ?agodny 342 g,"Sosy, przyprawy",Heinz Ketchup mild 342 g,"Sauces, spices",Heinz Ketchup doux 342 g,"Sauces, Epices"
16195,Excellence Polskie smaki Syrop o smaku malinowym 1 l,Soki owocowe i warzywne,Excellence Polish flavors Raspberry syrup 1 l,Fruit and vegetable juices,Excellence saveurs polonaises Sirop de framboise 1 l,Jus de fruits et de légumes
13739,Lisner Pastella Pasta jajeczna ze szczypiorkiem 96 g,Jaja,Lisner Pastella Egg paste with chives 96 g,eggs,Lisner Pastella Pâte à la ciboulette 96 g,œufs
11403,Winiary Pomys? na... Kurczaka w sosie serowym 28 g,"Sosy, przyprawy",Winiary Idea for ... Chicken in cheese sauce 28 g,"Sauces, spices",Winiary Idea for ... Poulet à la sauce au fromage 28 g,"Sauces, Epices"
5493,?elatyna Cykoria ,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Gelatin Chicory,Other food items not elsewhere classified,Chicorée Gélatine,Autres produits alimentaires nca
3573,Pieczywo lekkie ze s?onecznikiem ,Pozosta?e wyroby piekarskie,Light bread with sunflower seeds,Other bakery products,Pain léger aux graines de tournesol,Autres produits de boulangerie
11690,Orzech Królewska sa?atka warzywna 670 g,Warzywa suszone i pozosta?e przetwory warzywne,Royal walnut vegetable salad 670 g,Dried vegetables and other vegetable preserves,Salade de légumes à la noix royale 670 g,Légumes secs et autres préparations à base de légumes
5085,Szynka w?oska ,W?dliny,Italian ham,meats,Jambon italien,viandes
8322,Kupiec - Wafle ry?owe w deserowej czekoladzie,Pozosta?e wyroby piekarskie,Merchant - Rice wafers in dessert chocolate,Other bakery products,Merchant - Gaufrettes de riz au chocolat au dessert,Autres produits de boulangerie
7373,Global Foods - Cukier naturalny trzcinowy,Cukier,Global Foods - Natural cane sugar,Sugar,Global Foods - Sucre de canne naturel,sucre
6527,Caffee Mazzini - Espresso Grande kawa mielona,Kawa,Caffee Mazzini - Espresso Grande ground coffee,Coffee,Caffee Mazzini - Café moulu Espresso Grande,café
4177,Sa?atka Salateria hawajska z tu?czykiem i ananasem ,Pozosta?e przetwory z ryb i owoców morza,Hawaiian Salad Salad with tuna and pineapple,Other preparations of fish and seafood,Salade hawaïenne Salade au thon et à l&#39;ananas,Autres préparations de poisson et de fruits de mer
17062,Dorsz czarny filet bez skóry mro?ony,Ryby mro?one,Cod black skinless frozen fillet,Frozen fish,Filet congelé sans peau noir morue,Poisson congelé
7886,Jacobs - Cronat Gold kawa mielona 500g,Kawa,Jacobs - Cronat Gold ground coffee 500g,Coffee,Jacobs - Café moulu Cronat Gold 500g,café
6775,D'aucy - Azja mieszanka warzyw na patelni? z przypraw? curr...,Warzywa mro?one inne ni? ziemniaki lub pozosta?e warzywa bulwiaste,D&#39;aucy - Asia mix pan vegetable with curry spice ...,"Frozen vegetables, other than potatoes or other tuber vegetables",D&#39;aucy - Mélange de légumes asiatiques au curry ...,Légumes congelés autres que les pommes de terre ou autres tubercules
9682,Rolnik - ?urawina w syropie ca?a,"D?emy, marmolady i miód",Farmer - Cranberry in syrup whole,"Jams, marmalades and honey",Farmer - Canneberge au sirop entier,"Confitures, marmelades et miel"
9585,Pure Plus - Napój z Aloesem o smaku Granatu. Produkt pasteryzo...,Napoje orze?wiaj?ce,Pure Plus - A drink with Aloe Pomegranate flavor. A pasteurized product ...,Refreshing drinks,Pure Plus - Une boisson à la saveur de Grenade Aloe. Un produit pasteurisé ...,Boissons rafraîchissantes
14343,"SM Gosty? Mleko gosty?skie zag?szczone nies?odzone 7,5% 500 g",Mleko ?wie?e pe?ne,SM Gosty? Gosty? condensed unsweetened milk 7.5% 500 g,Whole milk,"SM Gosty? Gosty? lait concentré non sucré 7,5% 500 g",Lait entier frais
1550,Jogurt czarna porzeczka   i  ,Jogurt,Black currant yogurt and,Yoghurt,Yaourt au cassis et,yaourt
8999,Nescafe - Dolce Gusto Grande kapsu?ki 16szt. x 10g,Kawa,Nescafe - Dolce Gusto Grande capsules 16 pcs. x 10g,Coffee,Nescafé - Dolce Gusto Grande capsules 16 pcs. x 10g,café
5155,Tago rurki waflowe kakaowe ,Pozosta?e wyroby piekarskie,Tago cocoa wafer tubes,Other bakery products,Tubes de gaufrettes au cacao Tago,Autres produits de boulangerie
