,Desc_P,Code_P,Desc_E,Code_E,Desc_F,Code_F
15433,Packers Best Herbata zielona o smaku opuncji figowej 70 g (40 torebek),Herbata,Packers Best Green tea with prickly pear flavor 70 g (40 bags),Tea,Packers Best Thé vert à la saveur de figue de Barbarie 70 g (40 sachets),thé
4624,Skórka cytrynowa Kotanyi krojona ,Owoce suszone i orzechy,Kotanyi lemon peel sliced,Dried fruits and nuts,Zeste de citron Kotanyi tranché,Fruits secs et noix
10899,Melvit Secret Fitness Jaglanka z babk? p?esznik i rabarbarem 350 g,P?atki ?niadaniowe,Melvit Secret Fitness Jaglanka with psyllium and rhubarb 350 g,Breakfast cereals,Melvit Secret Fitness Jaglanka avec psyllium et rhubarbe 350 g,Céréales de petit déjeuner
3029,Napój jogurtowy Duet o smaku melon-truskawka ,Jogurt,Yogurt drink Duet with melon-strawberry flavor,Yoghurt,Duo de boisson au yaourt à la saveur de melon et de fraise,yaourt
3894,Przyprawa Kamis do flaków,"Sól, przyprawy korzenne i zio?a kulinarne",Kamis spice for tripe,"Salt, spices and culinary herbs",Kamis Spice Pour Tripes,"Sel, épices et herbes culinaires"
12747,Olza Prince Polo Orzechowe Kruchy wafelek z kremem o smaku orzechowym oblany czekolad? 35 g,Wyroby cukiernicze,Olza Prince Polo Peanut Crispy wafer with cream with a nut flavor coated in chocolate 35 g,Confectionery,Olza Prince Polo Gaufrette croustillante aux arachides avec une crème au goût de noix enrobée de chocolat 35 g,Confiserie
6473,Bonasia - Makaron instant o smaku roso?u,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Bonasia - Instant noodles with chicken flavor,Other food items not elsewhere classified,Bonasia - Nouilles instantanées au goût de poulet,Autres produits alimentaires nca
3984,Przysmak rybny ze szpinakiem Frosta,Pozosta?e przetwory z ryb i owoców morza,Fish delicacy with Frosta spinach,Other preparations of fish and seafood,Poisson délicat aux épinards Frosta,Autres préparations de poisson et de fruits de mer
2769,Miód pszczeli lipowy  ,"D?emy, marmolady i miód",Linden bee honey,"Jams, marmalades and honey",Abeille miel,"Confitures, marmelades et miel"
13176,Lay's Maxx Chipsy ziemniaczane o smaku sera i cebulki 210 g,Chipsy,Lay&#39;s Maxx Potato chips with cheese and onion flavors 210 g,Chips,Lay&#39;s Maxx Croustilles au fromage et à l&#39;oignon 210 g,chips
7480,Haribo - ?elki misie,Wyroby cukiernicze,Haribo - Jelly bears,Confectionery,Haribo - Ours en gelée,Confiserie
13442,Kaminiarz Pol?dwica ?ososiowa 150 g,W?dliny,Kaminiarz Salmon tenderloin 150 g,meats,Kaminiarz Filet de Saumon 150 g,viandes
12013,Knorr Rozkosze podniebienia Kremowa zupa z kurek ze szczypiorkiem 59 g,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Knorr Delights of the palate Creamy chicken soup with chives 59 g,Other food items not elsewhere classified,Knorr Plaisirs du palais Velouté de poulet à la ciboulette 59 g,Autres produits alimentaires nca
14175,  Bezmi?sne burgery z bia?ka sojowego 454 g (8 sztuk),Gotowe dania,Meatless burgers from soy protein 454 g (8 pieces),Prepared dishes,Hamburgers sans viande à base de protéine de soja 454 g (8 pièces),Plats cuisinés
427,Ciabatta Schär Rustica bezglutenowa ,Pizza i inne pó?produkty m?czne,Ciabatta Schär Rustica gluten-free,Pizza and other flour semi-finished products,Ciabatta Schär Rustica sans gluten,Pizza et autres produits à base de farine
8620,Maliny - BIO-ORGANIC odmiana Diamond Jubilee,Owoce ?wie?e lub ch?odzone,Raspberries - BIO-ORGANIC Diamond Jubilee variety,Fresh or chilled fruits,Framboises - Variété BIO-BIO DE Jubilé De Diamant,Fruits frais ou réfrigérés
9606,Qualimer - Ma??e holenderskie,Owoce morza ?wie?e lub ch?odzone,Qualimer - Dutch mussels,Fresh or chilled seafood,Qualimer - moules néerlandaises,Fruits de mer frais ou réfrigérés
16922,"Splenda USA w saszetkach, pude?ko 100 sztuk",Sztuczne substytuty cukru,"Splenda USA in sachets, box of 100 pieces",Artificial sugar substitutes,"Splenda USA en sachets, boite de 100 pièces",Sucre artificiel
12328,Dr. Oetker Budy? smak bananowy 40 g,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Dr. Oetker Pudding banana flavor 40 g,Other food items not elsewhere classified,Dr. Oetker Pudding à la banane 40 g,Autres produits alimentaires nca
11666,Bonduelle Pieczarki marynowane ?agodne 280 g,Warzywa suszone i pozosta?e przetwory warzywne,Bonduelle Mushrooms marinated mild 280 g,Dried vegetables and other vegetable preserves,Bonduelle Champignons marinés doux 280 g,Légumes secs et autres préparations à base de légumes
10460,?owicz - D?em brzoskwiniowy niskos?odzony,"D?emy, marmolady i miód",Lowicz - low-sugar peach jam,"Jams, marmalades and honey",Lowicz - confiture de pêche à faible teneur en sucre,"Confitures, marmelades et miel"
13190,?wiartka z kurczaka,Mi?so drobiowe,Chicken quarter,Poultry meat,Quartier de poulet,Viande de volaille
1279,Herbata Ahmad Tea malinowa ,Herbata,Ahmad Raspberry Tea,Tea,Thé framboise ahmad,thé
14466,Müller Müllermilch pistacjowo-kokosowy Napój mleczny 400 g,Jogurt,Müller Müllermilch pistachio-coconut Milk drink 400 g,Yoghurt,Müller Müllermilch Boisson lactée à la pistache et à la noix de coco 400 g,yaourt
6078,  - Tiramisu deser 2x90g,Pozosta?e produkty mleczne,- Tiramisu dessert 2x90g,Other dairy products,- Tiramisu Dessert 2x90g,Autres produits laitiers
12724,Tago Pierniki z nadzieniem truskawkowym 160 g,Pozosta?e wyroby piekarskie,Tago Gingerbread with strawberry filling 160 g,Other bakery products,Tago Pain d&#39;épices fourré à la fraise 160 g,Autres produits de boulangerie
3616,Pierogi leniwe Kuchnia Polki ,Gotowe dania,Lazy dumplings Polish cuisine,Prepared dishes,Boulettes paresseuses cuisine polonaise,Plats cuisinés
13874,  ?wie?y spód do pizzy 400 g,Pizza i inne pó?produkty m?czne,Fresh pizza bottom 400 g,Pizza and other flour semi-finished products,Fond de pizza fraîche 400 g,Pizza et autres produits à base de farine
11999,Profi Zupa gulaszowa z warzywami i tymiankiem 450 g,Gotowe dania,Profi Goulash soup with vegetables and thyme 450 g,Prepared dishes,Soupe Profi Goulash aux légumes et au thym 450 g,Plats cuisinés
11519,Heinz Klasyczny sos barbecue 480 g,"Sosy, przyprawy",Heinz Classic Barbecue Sauce 480 g,"Sauces, spices",Sauce barbecue classique Heinz 480 g,"Sauces, Epices"
14459,Bakoma 7 zbó? men Jogurt z jab?kiem pomara?cz? i zbo?ami 300 g,Jogurt,Bakoma 7 cereals men Yogurt with orange and cereals 300 g,Yoghurt,Bakoma 7 céréales homme Yaourt à l&#39;orange et céréales 300 g,yaourt
5114,?liwka suszona bezpestkowa ,Owoce suszone i orzechy,Dried seedless plums,Dried fruits and nuts,Prunes séchées sans pépins,Fruits secs et noix
6873,Dawtona - Sok pomidorowy pikantny,Soki owocowe i warzywne,Dawton&#39;s - Spicy tomato juice,Fruit and vegetable juices,Dawton&#39;s - Jus de tomate épicé,Jus de fruits et de légumes
8672,"McLloyd's - Chipsy o smaku papryki, bezglutenowe",Chipsy,"McLloyd&#39;s - Chips flavored with paprika, gluten-free",Chips,"McLloyd&#39;s - Chips aromatisés au paprika, sans gluten",chips
14647,?aciata ?mietanka 18% 500 ml,Pozosta?e produkty mleczne,Pinto Cream 18% 500 ml,Other dairy products,Crème Pinto 18% 500 ml,Autres produits laitiers
15342,"Herbapol Zielnik Polski Herbatka zio?owa sza?wia 24 g (20 x 1,2 g)",Herbata,Herbapol Herbarium Polish Herbal sage tea 24 g (20 x 1.2 g),Tea,"Herbapol Herbarium Polish thé à la sauge pour fines herbes 24 g (20 x 1,2 g)",thé
3917,Przyprawa Kamis kuchnia Meksyka?ska,"Sól, przyprawy korzenne i zio?a kulinarne",Kamis spice Mexican cuisine,"Salt, spices and culinary herbs",Kamis spice cuisine mexicaine,"Sel, épices et herbes culinaires"
3085,Napój Schweppes Tonic ,Napoje orze?wiaj?ce,Schweppes Tonic,Refreshing drinks,Tonic Schweppes,Boissons rafraîchissantes
9591,Putka - Bu?ka rustico,Pieczywo,Putka - Rustico roll,Bread,Putka - Rouleau Rustico,pain
5440,Zupa Knorr domowe smaki barszcz czerwony,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Knorr soup homemade flavors of red borscht,Other food items not elsewhere classified,Soupe Knorr maison aux saveurs de bortsch rouge,Autres produits alimentaires nca
10359,Zielona Budka - Ro?ek  oreo,Lody,Zielona Budka - Oreo cone,Ice cream,Zielona Budka - cône en oréo,crème glacée
6005,  - Ser Gorgonzola,Sery i twarogi,#NAME?,Cheese and curd,#NAME?,Fromage et caillé
13489,Drobimex Rolada z kurcz?t 100 g,W?dliny,Drobimex Chicken Roulade 100 g,meats,Roulade de poulet Drobimex 100 g,viandes
9439,Polskie Fermy - Jaja przepiórcze 18 sztuk,Jaja,Polish Farms - Quail eggs 18 pieces,eggs,Fermes polonaises - Oeufs de caille 18 pièces,œufs
14594,Müller Fructiv Napój na bazie serwatki z sokami owocowymi grejpfrut-pitaja 440 ml,Jogurt,Müller Fructiv Whey based drink with grapefruit-pitaya fruit juice 440 ml,Yoghurt,Boisson à base de lactosérum Müller Fructiv avec jus de fruit pamplemousse-pitaya 440 ml,yaourt
3221,Ogórki Provitus latosie,Warzywa suszone i pozosta?e przetwory warzywne,Provitus cucumbers latosie,Dried vegetables and other vegetable preserves,Concombre de Provitus,Légumes secs et autres préparations à base de légumes
15420,  Lemon &amp; Honey Herbata czarna 40 g (20 torebek),Herbata,Lemon &amp; Honey Black Tea 40 g (20 bags),Tea,Thé noir au citron et au miel 40 g (20 sachets),thé
7842,It is not mEAT - Vegan Burger Mix ro?linny zamiennik mi?sa mieloneg...,Warzywa suszone i pozosta?e przetwory warzywne,It is not mEAT - Vegan Burger Mix vegetable substitute for minced meat ...,Dried vegetables and other vegetable preserves,Ce n&#39;est pas MEAT - Vegan Burger Mix substitut de légumes pour la viande hachée ...,Légumes secs et autres préparations à base de légumes
16523,  Kapusta peki?ska,Warzywa ?wie?e lub ch?odzone inne ni? ziemniaki lub pozosta?e warzywa bulwiaste,Chinese cabbage,"Fresh or chilled vegetables, other than potatoes or other tuber vegetables",Chou chinois,Légumes frais ou réfrigérés autres que les pommes de terre ou autres tubercules
2575,Margaryna Palma ,Margaryna i inne t?uszcze ro?linne,Margarine Palma,Margarine and other vegetable fats,Margarine Palma,Margarine et autres graisses végétales
1938,Ketchup Tortex ?agodny,"Sosy, przyprawy",Mild tortex ketchup,"Sauces, spices",Ketchup doux tortex,"Sauces, Epices"
15400,  Melissa and Orange Herbatka owocowa 30 g (20 torebek),Herbata,Melissa and Orange Fruit tea 30 g (20 bags),Tea,Thé Melissa et Orange Fruit 30 g (20 sachets),thé
6420,"Bobovita - Obiadek makaron, warzywa i ?agodny kurczak",?ywno?? dla dzieci,"Bobovita - Dinner pasta, vegetables and mild chicken",Food for children,"Bobovita - Dîner pâtes, légumes et poulet doux",Nourriture pour les enfants
6390,Bobovita - Deser jab?ko i s?odka marchew,?ywno?? dla dzieci,Bobovita - Apple dessert and sweet carrots,Food for children,Bobovita - dessert aux pommes et carottes douces,Nourriture pour les enfants
11888,  Ogórki konserwowe kaliber 5-8 cm 670 g,Warzywa suszone i pozosta?e przetwory warzywne,Canned cucumbers caliber 5-8 cm 670 g,Dried vegetables and other vegetable preserves,Concombres en conserve calibre 5-8 cm 670 g,Légumes secs et autres préparations à base de légumes
13003,  Chrupki kukurydziane pa?eczki 60 g,Pozosta?e wyroby piekarskie,Corn crisps sticks 60 g,Other bakery products,Bâtonnets de chips de maïs 60 g,Autres produits de boulangerie
1391,Herbata zio?owa Rumianek   i  ,Herbata,Chamomile and herbal tea,Tea,Camomille et tisane,thé
8391,Lestello - Kasza gryczana niepra?ona ca?a ekologiczna bia?a,M?ka i pozosta?e zbo?a,"Lestello - Unroasted buckwheat groats, all organic, white",Flour and other cereals,"Lestello - Gruau de sarrasin non torréfié, entièrement biologique, blanc",Farine et autres céréales
3124,Naturalna woda kokosowa Vigo z mango i cytryn? ,Napoje orze?wiaj?ce,Vigo natural coconut water with mango and lemon,Refreshing drinks,Vigo eau de coco naturelle à la mangue et au citron,Boissons rafraîchissantes
4760,"Sok Pysio marchew, jab?ko, brzoskwinia",Soki owocowe i warzywne,"Pysio juice carrot, apple, peach",Fruit and vegetable juices,"Jus de Pysio Carotte, Pomme, Pêche",Jus de fruits et de légumes
16788,?liwki kalifornijskie,Owoce suszone i orzechy,California plums,Dried fruits and nuts,Prunes de Californie,Fruits secs et noix
11836,GRAAL Filety z makreli w wodzie z cytryn? i pieprzem 110 g,Pozosta?e przetwory z ryb i owoców morza,GRAAL Mackerel fillets in water with lemon and pepper 110 g,Other preparations of fish and seafood,Filets de maquereau GRAAL à l&#39;eau citronnée et poivrée 110 g,Autres préparations de poisson et de fruits de mer
9075,Nesvita - P?atki owsiane mleko i maliny,P?atki ?niadaniowe,Nesvita - Oatmeal milk and raspberries,Breakfast cereals,Nesvita - Lait à l&#39;avoine et framboises,Céréales de petit déjeuner
15441,Lipton Herbata zielona pigwa 40 g (25 torebek),Herbata,Lipton Green quince tea 40 g (25 bags),Tea,Lipton Green coing tea 40 g (25 sachets),thé
7496,Helcom - Kompot czere?niowy,Przetwory owocowe,Helcom - Cherry compote,Fruit preserves,Helcom - Compote de cerises,Conserves de fruits
3473,Parówki z szynki Soko?ów ,W?dliny,Sausages with Soko?ów ham,meats,Saucisses au jambon Soko?ów,viandes
7569,Herbes - Pieprz czarny mielony,"Sól, przyprawy korzenne i zio?a kulinarne",Herbes - Ground black pepper,"Salt, spices and culinary herbs",Herbes - Poivre noir moulu,"Sel, épices et herbes culinaires"
10588,Szczepanki M?ka wroc?awska typ 500 1 kg,M?ka i pozosta?e zbo?a,Szczepanki Wroclaw flour type 500 1 kg,Flour and other cereals,Szczepanki Wroc?aw type de farine 500 1 kg,Farine et autres céréales
10203,Vitana - P?atki jaglane,P?atki ?niadaniowe,Vitana - Millet flakes,Breakfast cereals,Vitana - Flocons de mil,Céréales de petit déjeuner
6952,Diamant - Cukier trzcinowy nierafinowany w saszetkach,Cukier,Diamant - Unrefined cane sugar in sachets,Sugar,Diamant - Sucre de canne non raffiné en sachets,sucre
10659,Cenos Ry? basmati 400 g (4 torebki),Ry?,Cenos Basmati Rice 400 g (4 bags),Rice,Riz Cenos Basmati 400 g (4 sacs),riz
513,Ciastka z kawa?kami czekolady bio bezglutenowe ,Pozosta?e wyroby piekarskie,Gluten-free chocolate chip cookies,Other bakery products,Cookies aux pépites de chocolat sans gluten,Autres produits de boulangerie
1292,Herbata Big-Active zielona z owocem opuncji,Herbata,Big-Active Green Tea with Prickly Pear Fruit,Tea,Thé vert Big-Active aux fruits de figue de barbarie,thé
10577,  Kasza manna 1 kg,M?ka i pozosta?e zbo?a,Semolina 1 kg,Flour and other cereals,Semoule 1 kg,Farine et autres céréales
16430,  Tost pe?noziarnisty 500 g,Pozosta?e wyroby piekarskie,Whole grain toast 500 g,Other bakery products,Toast de grains entiers 500 g,Autres produits de boulangerie
15880,Kubu? Play! Napój z marchwi i owoców marchew truskawka jab?ko limetka 400 ml,Soki owocowe i warzywne,Winnie Play! Carrot and fruit drink carrot strawberry apple lime 400 ml,Fruit and vegetable juices,Winnie jouer! Boisson aux carottes et aux fruits carotte fraise pomme citron vert 400 ml,Jus de fruits et de légumes
1578,Jogurt jogobella standard bez laktozy ,Jogurt,Standard yogurt yogurt without lactose,Yoghurt,Yaourt standard Yaourt sans lactose,yaourt
8459,Lipton - Niegazowany napój herbaciany o smaku imbiru i traw...,Napoje orze?wiaj?ce,Lipton - Still tea drink with a ginger and grass flavor ...,Refreshing drinks,Lipton - Un verre de thé au goût de gingembre et d&#39;herbe ...,Boissons rafraîchissantes
12769,Lindt Szwajcarska czekolada mleczna z ca?ymi orzechami laskowymi 300 g,Czekolada,Lindt Swiss milk chocolate with whole hazelnuts 300 g,Chocolate,Chocolat au lait suisse Lindt avec noisettes entières 300 g,chocolat
11804,Huercasa Buraki czerwone gotowane 500 g,Warzywa suszone i pozosta?e przetwory warzywne,Huercasa Boiled red beets 500 g,Dried vegetables and other vegetable preserves,Huercasa Betteraves rouges bouillies 500 g,Légumes secs et autres préparations à base de légumes
4594,Serek wiejski bez laktozy ,Sery i twarogi,Cottage cheese without lactose,Cheese and curd,Fromage cottage sans lactose,Fromage et caillé
11860,Mega Ryba Tu?czyk kawa?ki w oleju ro?linnym 170 g,Warzywa suszone i pozosta?e przetwory warzywne,Mega Fish Tuna pieces in vegetable oil 170 g,Dried vegetables and other vegetable preserves,Morceaux de thon Mega Fish à l&#39;huile végétale 170 g,Légumes secs et autres préparations à base de légumes
16591,  Ziemniaki s?odkie 600 g,Pozosta?e warzywa bulwiaste i przetwory z warzyw bulwiastych,Sweet potatoes 600 g,Other tuber vegetables and preparations of tuber vegetables,Patates douces 600 g,Autres légumes à légumes et préparations à base de légumes à tubercules
15513,Jacobs Cronat Gold Kawa rozpuszczalna 100 g,Kawa,Jacobs Cronat Gold Instant coffee 100 g,Coffee,Jacobs Cronat Gold Café instantané 100 g,café
16876,Stek New Your Limousine,Mi?so wo?owe i ciel?ce,New Your Limousine Steak,Beef and veal meat,Nouveau votre steak de limousine,Boeuf et veau
10825,Nestlé Cookie Crisp P?atki ?niadaniowe 500 g,P?atki ?niadaniowe,Nestlé Cookie Crisp Breakfast cereal 500 g,Breakfast cereals,Nestlé Céréales pour petit-déjeuner biscuit croquant 500 g,Céréales de petit déjeuner
1817,Kawa Nescafé Classic rozpuszczalna ,Kawa,Nescafé Classic instant coffee,Coffee,Café instantané Nescafé Classic,café
16874,Stek New York,Mi?so wo?owe i ciel?ce,New York Steak,Beef and veal meat,Steak de New York,Boeuf et veau
2862,"Mleko wypasione 3,2% uht ",Mleko ?wie?e pe?ne,Fattened milk 3.2% uht,Whole milk,"Lait engraissé 3,2% uht",Lait entier frais
9509,Princessa - Longa kokosowa,Pozosta?e wyroby piekarskie,Princessa - Coconut Longa,Other bakery products,Princessa - Longa à la noix de coco,Autres produits de boulangerie
11313,Winiary Majonez lekki 300 ml,"Sosy, przyprawy",Winiary Mayonnaise light 300 ml,"Sauces, spices",Winiary Mayonnaise légère 300 ml,"Sauces, Epices"
6427,Bobovita - Obiadek warzywa i ciel?cina w potrawce,?ywno?? dla dzieci,Bobovita - Dinner of vegetables and veal in a casserole,Food for children,Bobovita - Dîner de légumes et de veau dans une casserole,Nourriture pour les enfants
15362,  Value Herbata czarna granulowana 80 g,Herbata,Value Black granulated tea 80 g,Tea,Valeur Thé noir en grains 80 g,thé
